"filename", "language", "Database", "JSON", "Markdown", "toml", "Python", "JavaScript", "CSS", "HTML", "JavaScript JSX", "JSON with Comments", "C++", "pip requirements", "Log", "XML", "comment", "blank", "total"
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\models.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\package-lock.json", "JSON", 0, 10723, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10724
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\package.json", "JSON", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\App.js", "JavaScript", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 49
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\components\DropBox.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 3, 40
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\components\DropDown.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 1, 3, 28
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\components\Line.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 3, 3, 25
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\components\MachineParts.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 3, 5, 71
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\components\MxCube.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 5, 39
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\components\Tool.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\components\Workpiece.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 1, 3, 23
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\data\AuxiliaryList.js", "JavaScript", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 27
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\data\CncList.js", "JavaScript", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 75
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\data\DriveList.js", "JavaScript", 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 167
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\data\ProgList.js", "JavaScript", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 23
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\data\SimulationList.js", "JavaScript", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 33
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\data\ToolList.js", "JavaScript", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 35
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\data\WcsList.js", "JavaScript", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 35
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\data\cncfakedata.json", "JSON", 0, 50007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50007
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\data\datalist.json", "JSON", 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\data\mockData.js", "JavaScript", 0, 0, 0, 0, 0, 270, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 273
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\index.css", "CSS", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 3, 5, 34
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\index.js", "JavaScript", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\scenes\global\Topbar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 11, 3, 73
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\scenes\live_data\DropBoxGraphs.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 10, 6, 53
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\scenes\live_data\DropBoxStats.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 6, 10, 64
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\scenes\live_data\LineChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 199, 0, 0, 0, 0, 0, 23, 18, 240
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\scenes\live_data\LiveDataContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\scenes\live_data\LiveView3d.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 7, 12, 154
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\scenes\live_data\StatBox.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 2, 8, 99
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\scenes\live_data\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 5, 5, 47
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\scenes\simulation\BoxGraphs.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 3, 7, 54
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\scenes\simulation\Context.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\scenes\simulation\FileUploadBox.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 3, 8, 67
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\scenes\simulation\LineChartSimulation.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 13, 165
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\scenes\simulation\LoadSimulationButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 8, 64
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\scenes\simulation\SimulationTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 9, 81
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\scenes\simulation\SimulationView3d.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 226, 0, 0, 0, 0, 0, 15, 15, 256
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\scenes\simulation\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 6, 6, 65
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\src\theme.js", "JavaScript", 0, 0, 0, 0, 0, 227, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 238
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\templates\frontend\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\tests.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\urls.py", "Python", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\views.py", "Python", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\frontend\webpack.config.js", "JavaScript", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 52
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\admin.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\apps.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\.vs\MwCamSimLib2\v16\Browse.VC.db", "Database", 1607726, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16786, 1624512
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\.vs\MwCamSimLib\v16\Browse.VC.db", "Database", 1413133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15711, 1428844
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\.vs\MwCamSimLib\v17\Browse.VC.db", "Database", 1278391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13304, 1291695
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\.vs\ProjectSettings.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\.vs\VSWorkspaceState.json", "JSON", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\.vs\slnx.sqlite", "Database", 6148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 6184
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\Debug\MwCamSimLib.Build.CppClean.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 9
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\MwCamSimLib.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 3, 13, 76
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\MwCamSimLib.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 0, 0, 174
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\MwCamSimlib.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 360, 0, 0, 0, 108, 72, 540
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\dllmain.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 1, 3, 20
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\framework.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 2, 6
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwCutMaterialTextureHandlerParameters.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 2, 8, 41
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwCutMaterialTextureHandlerParametersDecl.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 2, 5, 42
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwCuttingResultEntry.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 24, 10, 107
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwDebugOutputHandler.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 2, 5, 30
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwFieldCoordinateScaling.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218, 0, 0, 0, 33, 40, 291
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwFieldCoordinateScalingDecl.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 3, 11
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwGLLoader.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 10, 7, 32
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwGLText.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 40, 26, 133
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwMachSimVerifier.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1011, 0, 0, 0, 2604, 469, 4084
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwMachSimVerifierColorScheme.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 107, 11, 142
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwMachSimVerifierProgressHandler.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 54, 16, 126
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwMotions.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 30, 23, 209
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwProperties.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 51, 9, 125
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwRefineHelpers.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 94, 36, 211
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwSetCustomToolParameters.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 2, 4, 20
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwSetCustomToolParametersDecl.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 9, 5, 38
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwSetToolParameters.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 7, 5, 29
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwSetToolParametersDecl.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 5, 13
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwThreadHandlerInterface.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 4, 2, 15
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwVerifierDllDefinition.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 3, 11
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwVerifierException.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 7, 11, 64
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwVerifierMathForward.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 2, 6, 23
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwVerifierMoves.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 54, 36, 259
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwVerifierNestedClasses.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1080, 0, 0, 0, 590, 213, 1883
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwVerifierNestedEnums.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 133, 70, 345
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwVerifierRendering.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 57, 18, 126
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwVerifierWrapper.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 17, 19, 91
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwVerifierWrapperDecl.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 3, 9
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwv3dGLMouseTransformer.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 11, 10, 45
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwvAbstractRenderer.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 24, 11, 76
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwvAbstractRendererAttributes.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 29, 15, 95
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwvAbstractRendererBase.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 53, 15, 106
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwvAbstractRendererPrimitives.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 12, 10, 104
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwvArcCutInterpolator.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 6, 11, 63
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwvArcCutPolygonalization.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 4, 6, 33
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\VerifierInterface\mwvArcCutStepInterpolator.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 10, 7, 44
